question,options,answer,solution
" Q.11. In 2010, considering its outstanding value and vulnerability, UNESCO recognised 'Mudiyettu', an age-old ritual-drama of ______ as an 'intangible cultural heritage of humanity'. SSC CPO 03/10/2023 (Evening) ","['(a) Kerala ', '(b) Telangana ', '(c) Karnataka ', '(d) Tamil Nadu ']",(a) Kerala ,Sol.11.(a) Kerala. Mudiyettu - A ritual dance drama based on the mythological tale of a battle between the Goddess Kali and the demon Darika.
 Q.12. Thullal dance originated in which of the following states ? SSC CPO 04/10/2023 (Morning) ,"['(a)Kerala ', '(b)Uttarakhand ', '(c)Manipur ', '(d)Gujrat ']",(a)Kerala ,"Sol.12.(a) Kerala. There are three versions of this art form Seethankan Thullal, Parayan Thullal and Ottan Thullal. Other dances : Kerala - Theyyam, Thirvathirakali, Kolkali. Uttarakhand - Choliya, Pandav Nritya, Bhotia Dance, Jhora Dance. Manipur - Lai Haraoba, Kabui Dance, Luivat Pheizak Dance."
 Q.13. Which of the following dance forms traces its origins to the ancient dance Sadir Attam ? SSC CPO 05/10/2023 (Morning) ,"['(a) Mohiniyattam ', '(b) Bharatanatyam ', '(c) Kuchipudi ', '(d) Kathakali ']",(b) Bharatanatyam ,"Sol.13.(b) Bharatanatyam - It is a classical dance of Tamil Nadu. It is known as Sadir Attam, because it can b e traced back to 'Sadir' which was a solo dance. Sadir was performed by temple dancers or 'devadasis' in Tamil Nadu, hence named 'Dashiattam’."
 Q.14. Maimata is a popular folk dance of which of the following states ? SSC CPO 05/10/2023 (Morning) ,"['(a) Punjab ', '(b) Tripura ', '(c) Haryana ', '(d) Uttarakhand ']",(b) Tripura ,"Sol.14.(b) Tripura. Mamita dance is a traditional dance associated with the Kaloi community of Tripura and is performed during the harvest festival. Other folk dances of Tripura: Garia, Lebang Boomani, Hozagiri, Bizu, Hai-Hak, Cheraw, Jhum. Punjab - Bhangra, Giddha, Jhumar, Gatka. Haryana - Phag, Saang, Chhathi, Khoria, Gugga."
 Q.15. Bharatanatyam is traditionally performed to which type of music ? SSC CPO 05/10/2023 (Afternoon) ,"['(a) Lavani ', '(b) Baul ', '(c) Hindustani ', '(d) Carnatic ']",(d) Carnatic ,"Sol.15.(d) Carnatic is a form of Indian classical music which originated in Southern India. Dances and the type of music : Kathak - Hindustani Music, Mohiniattam - Carnatic, Odissi - Odissi music, Kuchipudi - Vocal and instrumental Carnatic music, Sattriya - borgeet, Kathakali - Sopana sangeet, Manipuri - Classical nat music."
 Q.16. With which of the following dance forms is Thumri music associated? SSC CPO 05/10/2023 (Evening) ,"['(a) Kathak ', '(b) Kathakali ', '(c) Bharatanatyam ', '(d) Sattriya ']",(a) Kathak ,"Sol.16.(a) Kathak: It is a classical dance form of Uttar Pradesh. Thumri: It is a common genre of semi-classical Indian music originating in the eastern part of Uttar Pradesh. Kathakali (Kerala): It is a combination of 5 forms of fine art which are Literature (Sahithyam), Music (Sangeetham), Painting (Chithram), Acting (Natyam) and Dance (Nritham).."
 Q.17. The masculine aspect of the Manipuri classical dance is known as: SSC CPO 05/10/2023 (Evening) ,"['(a) Choloms ', '(b) Pareng ', '(c) Maiba ', '(d) Ras ']",(a) Choloms ,Sol.17.(a) Choloms. The Kirtan form of congregational singing accompanies the dance which is known as Sankirtana in Manipur. T he male dancers play the Pung and Kartal while dancing. The masculine aspect of dance - the Choloms a re a part of the Sankirtana tradition.
 Q.18. Lavani is a traditional dance of which of the following states? SSC CPO 05/10/2023 (Evening) ,"['(a) Maharashtra ', '(b) Madhya Pradesh ', '(c) Himachal Pradesh ', '(d) Uttar Pradesh ']",(a) Maharashtra ,"Sol.18.(a) Maharashtra. Folk Dances of Different states: Madhya Pradesh - Jawara, Matki, Aada, Khada Nach, Phulpati, Grida Dance, Selalarki, Selabhadoni, Maanch. Himachal Pradesh - Jhora, Jhali, Chharhi, Dhaman, C hhapeli, Mahasu, Nati, Dangi. Uttar Pradesh - Nautanki, Raslila, Kajri, Jhora, Chappeli, Jaita."
 Q.19. Which of the dance was immediately preceded by a practice session called sevakali and undertaken in the precincts of a temple ? SSC MTS 01/09/2023 (3rd Shift) ,"['(a) Kathakali ', '(b) Kathak ', '(c) Odissi ', '(d) Kuchipudi ']",(a) Kathakali ,Sol.19.(a) Kathakali (dance of Kerala).
" Q.20. Which of the abhinayas deals with the use of costumes, jewellery, facial make-up etc? SSC MTS 01/09/2023 (2nd Shift) ","['(a) Vachika Abhinaya ', '(b) Aharya Abhinaya ', '(c) Sattvika Abhinaya ', '(d) Angika Abhinaya ']",(b) Aharya Abhinaya ,"Sol.20.(b) Aharya Abhinaya. A dancer wears a readymade stitched costume. The lower g arment i s dhoti and the upper garment is a choli with a davani. The traditional jewellery used is the head ornaments known a s “tal saman”, the sun and moon diadems. Vachika Abhinaya: It constitutes the Kavyas (poems) and natakas (dramas) which are made up of speech. Saatwikam Abhinayam: It is performed with the sattvika emotions by those who can represent them proficiently. Aangika Abhinaya : It is expressed by the bodily movements where the body becomes the sole medium of expression."
 Q.21. The cultural heritage of Siddhis from _______ dates back to almost 300 years and their Siddhi Dhamal dance is an exquisite art form. SSC MTS 01/09/2023 (3rd Shift) ,"['(a) Uttar Pradesh ', '(b) Gujarat ', '(c) Madhya Pradesh ', '(d) Rajasthan ']",(b) Gujarat ,"Sol.21.(b) Gujarat. Siddhis - They are descendants of East African people who came to India as slaves during the 14th and 17th century AD. Dhamal is one such dance form that reflects the Siddis’ passion for hunting. In the old d ays, also known as Mashira Nritya, this dance was performed by Siddis after returning from a successful hunting expedition."
 Q.22. _______ has two traditions: one is the sankeertana (which is the devotional aspect) and the other is the raasa. SSC MTS 04/09/2023 (1st Shift) ,"['(a) Odissi ', '(b) Sattriya ', '(c) Manipuri dance ', '(d) Chhau ']",(c) Manipuri dance ,Sol.22.(c) Manipuri dance. Sankirtana at the temple involves performers narrating Krishna's life and deeds through song and dance.
 Q.23. Which dance form is associated with Natwari Dance? SSC MTS 04/09/2023 (2nd Shift) ,"['(a) Kathak ', '(b) Kuchipudi ', '(c) Odissi ', '(d) Kathakali ']",(a) Kathak ,"Sol.23.(a) Kathak is famous for its spectacular footwork, amazing spins, Nazakat and Padhant. Natwari Nritya is also known as the dance of Krishna."
 Q.24. _________ literally means 'dance of the enchantress'. It is one of the most striking in the Indian classical dance repertoire. SSC MTS 04/09/2023 (3rd Shift) ,"['(a) Kuchipudi ', '(b) Mohiniyattam ', '(c) Kathakali ', '(d) Bharatanatyam ']",(b) Mohiniyattam ,Sol.24.(b) Mohiniyattam (Kerala ) - Also known as the dance of Mohini (an incarnation of Lord Vishnu). Performance: Solo r ecital by women; The Lasya aspect of dance is dominant and Inculcates elements of Bharatanatyam and Kathakali.
 Q.25. Dandari (Dancing) troupes perform ________ during the festival of Diwali for a fortnight with participation from Kolam and Raj Gond tribes. SSC MTS 04/09/2023 (3rd Shift) ,"['(a) Chhau ', '(b) Baiga Pardhoni ', '(c) Ghusadi ', '(d) Rout Nacha ']",(c) Ghusadi ,Sol.25.(c) Ghusadi (in the Adilabad district of Telangana). Baiga Pardhoni (Madhya Pradesh) dance is performed by the Baiga tribals. Raut Nacha (Chhattisgarh) is mainly performed by Yaduvanshis.
 Q.26. Paika dance of Jharkhand is usually performed by _________tribe to welcome special honoured guests or during religious processions (shobha yatra). SSC MTS 05/09/2023 (2nd Shift) ,"['(a) Santhal ', '(b) Munda ', '(c) Oraon ', '(d) Bhumij ']",(b) Munda ,"Sol.26.(b) Munda - One of the aboriginal people found in the Chota Nagpur r egion of eastern India. They are a Proto -Australoid Tribe. Their Language is Mundari which belongs to Astro-Asiatic Family. Paika Dance - It symbolises battle-art. Dances of Jharkhand: Phagua Nach, Munda Dance, Sohrai Dance, Sarhul Dance, Jamda dance."
" Q.27. Gaur Maria, a dance form from _________ state, is a famous art form of joy and invocation. It is a group dance and both men and women participate enthusiastically in this dance. SSC MTS 05/09/2023 (2nd Shift) ","['(a) Maharashtra ', '(b) Rajasthan ', '(c) Gujarat ', '(d) Chhattisgarh ']",(d) Chhattisgarh ,"Sol.27.(d) Chhattisgarh. Gaur Maria Dance: I t is performed on the occasion of marriage by the Gaur Madiya of Abujhmad plateau of Bastar in Chhattisgarh and is called Gaur after the bison. Other dances of Chattisgarh: Pandavani, Raut Nacha, Panthi and Soowa."
 Q.28. Lebang Boomani dance is the harvest dance of _________ . SSC MTS 05/09/2023 (3rd Shift) ,"['(a) Mizoram ', '(b) Tripura ', '(c) Assam ', '(d) Meghalaya ']",(b) Tripura ,"Sol.28.(b) Tripura. Folk dance of Tripura and its related Community : Hozagiri dance - Reang community. Garia, Jhum, Maimita, Masak Sumani and Lebang Boomani - Tripuri community. Mamita' is a popular dance of the Kaloi community of Tripura."
 Q.29. Mahari Dance and Gotipua Dance belong to which of the following states ? SSC MTS 05/09/2023 (3rd Shift) ,"['(a) Odisha ', '(b) Haryana ', '(c) Uttar Pradesh ', '(d) Bihar ']",(a) Odisha ,"Sol.29.(a) Odisha. Mahari Dance - A ritualistic dance form from the eastern Indian state of Odisha that used to be performed at the temple of Lord Jagannatha at Puri by devadasi dancers called Maharis. Gotipua Dance - Performed in Orissa for centuries by young boys, who dress as women to praise Jagannath and Krishna."
" Q.30. The Songi Mukhawate dance of ________ celebrates the victory of truth over falsehood. The name o f t he dance is derived from the two lion masks worn by two dancers who represent Narasimha, an aspect of Lord Vishnu. SSC MTS 06/09/2023 (1st Shift) ","['(a) Madhya Pradesh ', '(b) Jharkhand ', '(c) Maharashtra ', '(d) Gujarat ']",(c) Maharashtra ,Sol.30.(c) Maharashtra.
" Q.31. Chhau, identified by the Ministry of Culture as a classical dance, is prevalent in eastern India and has three distinct forms. Which of t he following is NOT one of them ? SSC MTS 06/09/2023 (3rd Shift) ","['(a) Seraikela Chhau of Jharkhand ', '(b) Marwahi Chhau of Chhattisgarh ', '(c) Purulia Chhau of West Bengal ', '(d) Mayurbhanj Chhau of Odisha ']",(b) Marwahi Chhau of Chhattisgarh ,"Sol.31.(b) Marwahi Chhau of Chattisgarh. Chhau dance has a significant role in the celebration of the spring festival Chaitra parva. It is performed by male dancers from families of traditional artists, or those trained under Gurus o r Ustads (masters). It enacts episodes from the epics including Ramayana, the Mahabharata and abstract themes. Famous Chhau dancers : Upendra Biswal, and Rajendra Pattanayak."
 Q.32. Rikham pada dance belongs to which of the following states ? SSC MTS 06/09/2023 (3rd Shift) ,"['(a) Meghalaya ', '(b) Assam ', '(c) Mizoram ', '(d) Arunachal Pradesh ']",(d) Arunachal Pradesh ,"Sol.32.(d) Arunachal Pradesh. Rikham Pada Dance : Performed by the women of the Nishi tribe only to express their love for their husbands and to offer their reverence to the gods. Other Dances of Arunachal Pradesh : Bhuiya dance, Chalo dance, Wancho dance, Pasi Kongki, Ponung dance and Popir dance."
 Q.33. _________ word of Indian dance is derived from a Sanskrit word a nd literally means 'taking towards'. SSC MTS 08/09/2023 (1st Shift) ,"['(a) Nritta ', '(b) Laasya ', '(c) Taandava ', '(d) Abhinaya ']",(d) Abhinaya ,"Sol.33.(d) Abhinaya (Facial expressions) : It tells a tale to the audience using mudras, bhavas, eye motions, and body movements. Enacts a traditional story about the deeds of a specific God/Goddess."
 Q.34. Which form of I ndian dance is said to be 'soft and suitable for female presentation'? SSC MTS 08/09/2023 (1st Shift) ,"['(a) Nritta ', '(b) Taandava ', '(c) Laasya ', '(d) Nritya ']",(c) Laasya ,"Sol.34.(c) Laasya. The Indian classical dances have two basic aspects: Tandava (movement and rhythm) and Lasya (grace, bhava and rasa). Natya (the dramatic element of the dance i.e. the imitation of characters). Nritta (the dance movements in their basic form). Nritya (expressional component i.e. mudras or gestures). The nine rasas are - Shringaara, Haasya, Karuna, Rudra, Veera, B hayaanaka, Bheebhatsya, Adbhutha and Shaantha."
" Q.35. The Rathwas, who dwell in the state of _________, perform the Rathwa dance on the occasion of H oli (festival of colours). SSC MTS 08/09/2023 (2nd Shift) ","['(a) Andhra Pradesh ', '(b) Telangana ', '(c) Maharashtra ', '(d) Gujarat ']",(d) Gujarat ,"Sol.35.(d) Gujarat. Rathwas - Tribe of Gujarat dwell in Rath-Vistar, the hilly area of the southeastern part of the state. Rathwa dance - The dance is performed for five days as part of Holi celebrations and the dancers observe a fast during this period. The male dancers are called gherriyas while the female dancers are called gheranis."
 Q.36. The word 'kathak' is derived from which of the following words? SSC MTS 08/09/2023 (3rd Shift) ,"['(a) Story ', '(b) Narrator ', '(c) Dance steps ', '(d) Bells ']",(a) Story ,Sol.36.(a) Story. Classical Dances Etymology: Bharatanatyam - Natyam is a Sanskrit word for dance. Kathakali - katha (story or a conversation) and Kali (performance or play). Mohiniyattam - Mohini (female avatar of Vishnu) and Aattam (motion or dance).
" Q.37. In the performance of _______ dance, on one side raasa dances are performed by women, whereas on the opposite side instrumentalist play the pung choloms (drums) and the karataala (cymbals). SSC MTS 08/09/2023 (3rd Shift) ","['(a) Kathakali ', '(b) Yakshagana ', '(c) Odissi ', '(d) Manipuri ']",(d) Manipuri ,"Sol.37.(d) Manipuri. There are two prominent manners or Choloms in Manipuri dance: Pung Cholom (roar of the drums) borrows elements from the Manipuri martial arts Thang Ta, Sarit Sarak and Maibi Jagoi dance. Kartal Cholom - This is a group dance, where dancers form a circle. Women dance in groups, called Mandilla Cholom."
 Q.38. The technique of classical dancing was codified by_______ in about the 5 t h century B.C. SSC MTS 11/09/2023 (2nd Shift) ,"['(a) Sudraka ', '(b) Bharata ', '(c) Chanakya ', '(d) Kalhana ']",(b) Bharata ,"Sol.38.(b) Bharata. Bharata’s Natyashastra, is a detailed treatise and handbook on dramatic art that deals with all aspects of classical Sanskrit theatre. Sudraka - ‘Mrcchakatika’. Chanakya - ‘Arthashastra’. Kalhana - ‘Rajatarangini’."
 Q.39. The Lambadi d ance is a folk dance form of the_______tribe and originated in Andhra Pradesh. SSC MTS 11/09/2023 (2nd Shift) ,"['(a) Sugali ', '(b) Banjara ', '(c) Nakkala ', '(d) Dabba Yerukula ']",(b) Banjara ,"Sol.39.(b) Banjara - A nomadic tribe of India. The community was denotified in the 1950s but was listed under the Habitual Offenders Act, 1952. Other names of B anjara : Lambani in Karnataka and Gwar or Gwaraiya in Rajasthan. Language of Banjara : ‘Gorboli’ ‘Gor mati Boli’ or ‘Brinjari’, an independent dialect. The dialect falls in the category of Indo-Aryan Language. Another Tribal dance of Andhra Pradesh - ‘Dhimsa’ (Performed by the Porja tribes)."
" Q.40. The Balti dance of _____ is distinct as it has its own costume, music and songs in the Balti language. The dance is only performed on rare occasions, such as feasts or celebrations. SSC MTS 12/09/2023 (1st Shift) ","['(a) Uttarakhand ', '(b) Ladakh ', '(c) Kashmir ', '(d) Himachal Pradesh ']",(b) Ladakh ,"Sol.40.(b) Ladakh. Other dances : Kathok Chenmo, Kompa Tsum-Tsag, Koshan, Shondol, Takshon or Shon. Uttarakhand: Bhotiya, Pandav Nritya, Chholiya, Jhumela, Jagar. Kashmir: Kud, Dumhal, Rouf, Bhand Pather, Bachha Nagma."
" Q.41. The fundamental vocabulary of _____________dance constitutes mock combat techniques, stylised gaits of birds and animals and movements modelled on the chores of village housewives and mostly performed by male dancers in Eastern India. SSC MTS 13/09/2023 (3rd Shift) ","['(a) Manipuri ', '(b) Kathakali ', '(c) Chhau ', '(d) Sattariya ']",(c) Chhau ,"Sol.41.(c) Chhau : A semi-classical Indian dance with martial and folk traditions. It enacts episodes from epics including the Mahabharata and Ramayana, local folklore and abstract themes. Origin - Kalinga (Odisha), India. Forms - Seraikella (Jharkhand), Purulia (West Bengal), Mayurbhanj (Orissa)."
 Q.42. Mundari dance is associated with the tribal community of which Indian state? SSC CHSL 02/08/2023 (1st shift) ,"['(a) Mizoram ', '(b) Karnataka ', '(c) Arunachal Pradesh ', '(d) Jharkhand ']",(d) Jharkhand ,"Sol.42.(d) Jharkhand. Mundari dance - Community - Munda Tribe. Time - During Harvest Season accompanied by musical Instrument Madal, Nagara and Bansi. Other Tribal Dances: Santhali Dance - Santhal (West Bengal, Jharkhand). Bamboo Dance - Mizoram. Kalbelia Dance - Kalbelia Community ( Rajasthan). Bhagoria Dance - Bhils (Madhya Pradesh). Dhimsa Dance - Porja Tribe (Andhra Pradesh)."
 Q.43. Which of the following dance forms is performed by the Adi tribe of Arunachal Pradesh? SSC CHSL 02/08/2023 (3rd shift) ,"['(a) Tapu ', '(b) Karma ', '(c) Sangphao ', '(d) Kaksar ']",(a) Tapu ,"Sol.43.(a) Tapu. Indian folk and tribal dances : Arunachal Pradesh - Buiya, Chalo, Wancho, Pasi Kongki Ponung, Popir, Bardo Chham, etc . Assam - Bihu, Bichhua, Bagurumba, Khel Gopal, Tabal Chongli, Jhumura Hobjanai etc. Nagaland - Chong, N uralim, Temangnetin, Rangma, Zeliang, etc. Mizoram - Cheraw Dance (Bamboo dance), Khuallam, Chailam, Zangtalam, Khanatm, etc. Manipur - Thang Ta, Lai Haraoba, Pung Cholom, Nupa Dance, etc. Tripura - Hojagiri. Meghalaya - Laho, Shad Suk Mynsiem, Nongkrem."
" Q.44. Chali, Jhumura and Nadu Bhangi are associated with which Indian classical dance form? SSC CHSL 03/08/2023 (1st shift) ","['(a) Kathakali ', '(b) Sattriya ', '(c) Manipuri ', '(d) Kuchipudi ']",(b) Sattriya ,"Sol.44.(b) Sattriya (Assam): Gayan -Bhayanar Nach, Kharmanar Nach are also associated with Sattriya dance. There were two dance forms prevalent in Assam before the neo-Vaishnava movement i.e Ojapali and Devadasi with many classical elements. Two varieties of Ojapali dances are still prevalent i n Assam i.e. Sukananni or Maroi Goa Ojah and Vyah Goa Ojah. Sukananti Ojapali is of Shakti cult and Vyah Goa Oja paali is of Vaishnava cult ."
 Q.45. Dhimsa folk dance is performed by the tribes of : SSC CHSL 03/08/2023 (2nd shift) ,"['(a) Solan Valley ', '(b) Araku Valley ', '(c) Ketti Valley ', '(d) Parvati Valley ']",(b) Araku Valley ,"Sol.45.(b) Araku Valley. Folk dances (Andhra Pradesh): Gobbi, Dandaria, Veeranatyam, Butta bommalu, Bonalu, Dappu, Dhamal, Mathuri and Bathukamma. Tribal (Adivasi) Dances o f India : Santhali Dance - West Bengal, Jharkhand. It is practiced by Santhal tribes. Bamboo Dance - Mizoram. Kalbelia Dance - Rajasthan. Elelakkaradi Dance - Kerala. Bhagoria Dance - Madhya P radesh. Chhau Dance - West Bengal, Jharkhand and Odisha. Shad Suk Mynsiem - Meghalaya."
 Q.46. Which of the following is a traditional dance form of Sri Lanka? SSC CHSL 03/08/2023 (3rd shift) ,"['(a) Bihu ', '(b) Kathak ', '(c) Kandyan dance ', '(d) Bharatanatyam ']",(c) Kandyan dance ,"Sol.46.(c) Kandyan Dance (Developed during the Kandyan kings' reign) - It is an ancient dance style narrating stories from the Indian epic Ramayana. Other Dances of Sri Lanka: PahathaRata Netum, Sabaragamuwa."
 Q.47. Which of the following classical dance forms is associated with Hindustani Classical Music? SSC CHSL 04/08/2023 (1st shift) ,"['(a) Kathak ', '(b) Sattriya ', '(c) Mohiniyattam ', '(d) Kathakali ']",(a) Kathak ,Sol.47.(a) Kathak ( Uttar Pradesh). Indian Classical Music has 2 Schools - Hindustani Music (mainly in North India) and Carnatic music (mainly in Southern India).
 Q.48. The traditional singing of 'Nat' is associated with _________Dance. SSC CHSL 04/08/2023 (3rd shift) ,"['(a) Kathak ', '(b) Manipuri ', '(c) Odissi ', '(d) Chhau ']",(b) Manipuri ,"Sol.48.(b) Manipuri. Nat is the Manipuri classical style of singing, Pung or the Manipuri classical drum is the musical instrument used. Exponents - Guru Bipin Singh (father of Manipuri dance), Darshana Jhaveri. Manipuri D ance Styles - Raas, Nata-Sankirtan, Pung Cholam (Dancers play the pung or drum while dancing), Dhola Cholam, Kartal Cholam, Thang ta (martial art form)."
 Q.49. The ‘Karma’ tribal dance form is associated with which of the following states? SSC CHSL 04/08/2023 (4th shift) ,"['(a) Chhattisgarh ', '(b) Goa ', '(c) Kerala ', '(d) Karnataka ']",(a) Chhattisgarh ,"Sol.49.(a) Chhattisgarh . Karma dance is performed during the autumnal festival of Karma Puja. The tribal group presents this folk dance in front of t he Karam tree that symbolizes the KaramDevta. Other folk dances from: Chhattisgarh - Raut Nacha, Panthi, Pandavani, Saila, Suwa, Gendi, Cherchera."
 Q.50. Laho is the dance form of which state? SSC CHSL 07/08/2023 (4th shift) ,"['(a) Manipur ', '(b) Sikkim ', '(c) Meghalaya ', '(d) Kerala ']",(c) Meghalaya ,"Sol.50.(c) Meghalaya. Laho Dance : Performed during the Behdienkhlam festival by the Jaintia tribe. Other dances of Meghalaya : Nоngkrem, Shad Suk Mynsiem, Wangala and Dоrsegata."
 Q.51. The folk dance of Chavittu Kali is associated with which of the following Indian states? SSC CHSL 08/08/2023 (2nd shift) ,"['(a) Andhra Pradesh ', '(b) Uttar Pradesh ', '(c) Kerala ', '(d) Gujarat ']",(c) Kerala ,"Sol.51.(c) Kerala. Other folk dances : Ottam Thulal, Kaikottikali, Tappatikali, Kali Auttam. Andhra Pradesh - Ottam Thedal, Kummi, Siddhi, Bhamakalpam, Veeranatyam, Dappu, Tappeta Gullu, Lambadi, Dhimsa, Kolattam, Butta Bommalu."
 Q.52. Which of the following folk dance forms is performed by men in Haryana? SSC CHSL 08/08/2023 (3rd shift) ,"['(a) Khoria ', '(b) Gidda ', '(c) Ghoomar ', '(d) Gugga ']",(d) Gugga ,"Sol.52.(d) Gugga: It is known by several names like Baggawala, Zahir Pir, and Guru Gugga. Gugga is worshipped all over Haryana and neighbouring states like Punjab, Rajasthan, and Himachal Pradesh. Folk Dances of H aryana: Khoria, Daph, Loor, Phag."
" Q.53. Tevitichiyattam, Nangai Natakam and Dasiyattam are the forms of which of the following classical dances? SSC CHSL 09/08/2023 (1st shift) ","['(a) Odissi dance ', '(b) Kathakali dance ', '(c) Sattriya dance ', '(d) Mohiniyattam dance ']",(d) Mohiniyattam dance ,Sol.53.(d) Mohiniyattam dance (Classical dance form of Kerala in South India) .
 Q.54. Sarhul is a famous t ribal festival of dance in which state ? SSC CHSL 09/08/2023 (3rd shift) ,"['(a) Assam ', '(b) Sikkim ', '(c) Jharkhand ', '(d) Chhattisgarh ']",(c) Jharkhand ,"Sol.54.(c) Jharkhand. Sarhul - The festival of the Oraon tribe. It is the festival of the New Year and celebrated in the Hindu month o f C haitra, three days after the appearance of t he new moon. It is also a celebration of the beginning of spring."
